OrderID,OrderDate,CustomerID,ProductID,Region,Quantity,UnitPrice,Discount
6154,2023-01-15,1020,2001,West,7,911.92,0.0
6188,2023-01-15,1035,2011,South,4,970.52,0.0
6214,2023-01-15,1060,2023,West,7,668.38,0.0
6225,2023-01-15,1019,2019,West,2,373.01,0.0
6291,2023-01-15,1022,2043,East,4,3.83,0.05
6398,2023-01-15,1082,2021,South,7,583.35,0.15
6521,2023-01-15,1040,2016,South,9,484.71,0.0
7208,2023-01-15,1087,2035,East,3,39.48,0.0
7229,2023-01-15,1007,2029,North,3,564.45,0.1
7340,2023-01-15,1075,2029,East,6,231.0,0.0
5654,2023-01-16,1037,2006,South,9,15.11,0.1
5767,2023-01-16,1018,2019,North,5,125.38,0.0
5997,2023-01-16,1044,2022,South,2,279.81,0.0
6234,2023-01-16,1081,2001,South,2,1816.16,0.0
6648,2023-01-16,1045,2030,East,8,396.67,0.15
7065,2023-01-16,1006,2001,South,7,1630.0,0.0
5009,2023-01-17,1030,2010,West,6,44.65,0.1
5021,2023-01-17,1009,2015,North,2,498.2,0.1
5266,2023-01-17,1098,2008,West,2,107.35,0.05
5562,2023-01-17,1013,2017,South,1,155.03,0.0
5616,2023-01-17,1019,2022,South,3,248.92,0.0
5851,2023-01-17,1065,2011,North,5,622.91,0.0
6110,2023-01-17,1083,2038,North,1,12.77,0.0
6146,2023-01-17,1075,2024,South,9,303.68,0.0
6149,2023-01-17,1054,2008,North,7,56.5,0.05
6731,2023-01-17,1023,2011,North,3,1140.94,0.15
6940,2023-01-17,1074,2018,South,5,316.06,0.0
6974,2023-01-17,1037,2002,East,1,1793.32,0.0
7236,2023-01-17,1004,2010,East,7,71.12,0.1
5245,2023-01-18,1077,2010,North,1,118.42,0.0
5571,2023-01-18,1093,2043,South,8,6.68,0.0
5676,2023-01-18,1025,2001,South,6,1622.6,0.0
5963,2023-01-18,1092,2031,North,3,28.71,0.0
6371,2023-01-18,1062,2002,East,5,1310.85,0.0
6462,2023-01-18,1061,2023,South,1,821.91,0.1
7375,2023-01-18,1035,2045,West,2,14.81,0.1
5404,2023-01-19,1050,2021,South,5,855.4,0.0
5634,2023-01-19,1093,2001,North,9,1786.57,0.05
5934,2023-01-19,1084,2029,West,7,336.88,0.05
6542,2023-01-19,1067,2002,North,9,1940.25,0.1
6903,2023-01-19,1097,2003,West,9,1342.24,0.05
7181,2023-01-19,1006,2041,East,6,2.32,0.0
5496,2023-01-20,1077,2039,West,2,21.18,0.0
5986,2023-01-20,1053,2043,East,5,6.99,0.05
6324,2023-01-20,1015,2005,West,3,1697.78,0.0
6459,2023-01-20,1061,2007,North,3,91.22,0.05
6907,2023-01-20,1064,2037,East,3,21.41,0.0
7318,2023-01-20,1039,2024,South,7,758.63,0.1
7368,2023-01-20,1016,2028,South,5,304.8,0.0
5115,2023-01-21,1083,2022,West,3,820.89,0.05
5606,2023-01-21,1095,2011,South,4,1090.0,0.05
6081,2023-01-21,1038,2003,East,3,1462.58,0.0
6122,2023-01-21,1056,2028,South,3,323.74,0.0
6126,2023-01-21,1063,2044,West,3,10.45,0.15
6780,2023-01-21,1092,2040,South,2,7.06,0.15
6955,2023-01-21,1099,2020,West,1,245.63,0.1
5471,2023-01-22,1016,2033,East,1,38.51,0.05
5998,2023-01-22,1075,2021,North,5,209.51,0.1
6073,2023-01-22,1016,2005,West,2,1260.86,0.0
6531,2023-01-22,1068,2024,East,5,1192.29,0.1
6850,2023-01-22,1096,2003,East,5,1920.53,0.0
7254,2023-01-22,1066,2031,South,1,8.01,0.0
5588,2023-01-23,1068,2027,West,1,447.54,0.0
5907,2023-01-23,1098,2039,South,9,9.03,0.0
6097,2023-01-23,1011,2031,West,2,26.55,0.0
6747,2023-01-23,1059,2006,West,9,76.42,0.0
7271,2023-01-23,1006,2021,East,2,394.53,0.0
7371,2023-01-23,1074,2025,East,4,516.99,0.15
5108,2023-01-24,1004,2044,East,2,14.72,0.0
5624,2023-01-24,1053,2011,West,4,963.72,0.1
5835,2023-01-24,1051,2005,North,8,819.52,0.0
6231,2023-01-24,1009,2037,West,6,18.35,0.05
6851,2023-01-24,1096,2038,West,7,8.23,0.0
7189,2023-01-24,1059,2021,East,2,669.54,0.15
7279,2023-01-24,1009,2037,South,4,6.94,0.0
7466,2023-01-24,1047,2044,North,8,2.95,0.15
7469,2023-01-24,1030,2001,South,2,1686.31,0.1
5181,2023-01-25,1046,2040,North,1,13.41,0.1
5443,2023-01-25,1068,2009,East,9,103.89,0.0
5727,2023-01-25,1099,2007,West,4,121.55,0.0
5746,2023-01-25,1046,2007,South,1,63.25,0.0
6469,2023-01-25,1081,2002,West,1,1495.24,0.1
6697,2023-01-25,1047,2010,West,4,95.88,0.1
7239,2023-01-25,1047,2002,East,1,1809.77,0.0
7316,2023-01-25,1016,2041,West,4,3.47,0.0
7352,2023-01-25,1074,2030,South,3,415.14,0.1
5425,2023-01-26,1060,2033,South,8,27.55,0.15
6626,2023-01-26,1080,2017,West,2,112.62,0.1
6812,2023-01-26,1031,2041,West,9,8.73,0.1
6821,2023-01-26,1077,2019,North,9,276.93,0.0
7063,2023-01-26,1066,2017,East,4,476.35,0.15
5129,2023-01-27,1034,2016,North,4,230.46,0.05
5670,2023-01-27,1015,2012,South,6,489.77,0.0
5906,2023-01-27,1084,2020,East,1,450.9,0.15
6275,2023-01-27,1068,2025,West,9,933.95,0.1
6724,2023-01-27,1052,2004,West,9,1126.63,0.0
6908,2023-01-27,1048,2040,West,3,3.01,0.05
7345,2023-01-27,1076,2008,East,3,116.82,0.15
5095,2023-01-28,1053,2010,East,1,126.37,0.05
5377,2023-01-28,1020,2002,West,7,915.1,0.05
5920,2023-01-28,1072,2001,East,3,1421.22,0.0
6044,2023-01-28,1035,2020,East,3,379.55,0.0
6627,2023-01-28,1013,2041,West,7,5.94,0.1
6858,2023-01-28,1016,2039,East,4,4.01,0.05
7035,2023-01-28,1038,2042,South,3,13.11,0.1
7428,2023-01-28,1004,2004,South,4,1521.94,0.0
5145,2023-01-29,1077,2005,South,5,1383.96,0.0
5246,2023-01-29,1028,2021,North,1,444.73,0.0
5360,2023-01-29,1095,2042,West,4,3.3,0.0
5576,2023-01-29,1011,2030,East,1,421.13,0.1
5628,2023-01-29,1096,2025,South,8,1095.93,0.1
5773,2023-01-29,1065,2025,West,8,885.37,0.0
5790,2023-01-29,1003,2035,South,1,11.16,0.15
5794,2023-01-29,1076,2031,South,5,11.13,0.0
5913,2023-01-29,1057,2001,North,2,1252.87,0.1
6418,2023-01-29,1011,2038,East,9,15.17,0.1
6766,2023-01-29,1014,2018,South,9,183.34,0.1
6949,2023-01-29,1021,2030,South,3,319.4,0.05
6997,2023-01-29,1053,2004,North,9,1783.78,0.1
7381,2023-01-29,1003,2009,South,1,77.35,0.0
5029,2023-01-30,1021,2033,West,8,7.0,0.05
5620,2023-01-30,1079,2003,East,7,1195.05,0.05
5861,2023-01-30,1074,2031,East,1,18.76,0.05
6488,2023-01-30,1054,2042,West,8,13.3,0.1
6511,2023-01-30,1084,2024,South,3,264.66,0.0
7421,2023-01-30,1013,2018,East,7,442.56,0.0
7493,2023-01-30,1022,2039,North,2,12.37,0.15
5307,2023-01-31,1027,2030,West,3,416.39,0.05
5754,2023-01-31,1076,2009,East,2,20.74,0.0
5867,2023-01-31,1015,2010,West,5,49.92,0.1
6243,2023-01-31,1043,2038,South,1,17.37,0.0
6320,2023-01-31,1030,2005,East,9,1805.68,0.1
6405,2023-01-31,1093,2045,South,9,3.57,0.1
6520,2023-01-31,1072,2011,North,1,771.48,0.1
6527,2023-01-31,1046,2018,South,8,139.38,0.0
6586,2023-01-31,1045,2023,North,3,481.45,0.0
6603,2023-01-31,1100,2002,South,5,1749.54,0.1
6667,2023-01-31,1053,2014,West,6,1055.79,0.15
6684,2023-01-31,1073,2016,West,7,468.81,0.0
6714,2023-01-31,1035,2005,East,2,999.13,0.0
7121,2023-01-31,1071,2021,West,7,597.78,0.15
5131,2023-02-01,1004,2020,East,9,98.21,0.0
5156,2023-02-01,1020,2026,South,4,324.87,0.0
5217,2023-02-01,1061,2002,West,4,1295.55,0.0
5593,2023-02-01,1036,2008,West,4,99.41,0.15
6582,2023-02-01,1076,2044,East,3,9.87,0.0
5431,2023-02-02,1006,2007,South,8,80.22,0.0
5947,2023-02-02,1051,2025,North,7,773.88,0.15
6233,2023-02-02,1054,2042,South,3,3.37,0.1
6420,2023-02-02,1025,2021,North,5,1179.38,0.05
6828,2023-02-02,1083,2022,North,7,715.66,0.1
6875,2023-02-02,1050,2016,South,9,360.44,0.0
6905,2023-02-02,1079,2007,West,8,18.54,0.0
7020,2023-02-02,1052,2002,East,5,1636.42,0.0
5082,2023-02-03,1015,2024,West,1,540.71,0.0
5393,2023-02-03,1021,2039,East,6,19.71,0.1
5619,2023-02-03,1071,2033,West,7,16.3,0.1
5629,2023-02-03,1046,2033,East,1,24.43,0.0
5764,2023-02-03,1022,2019,West,2,248.26,0.1
5932,2023-02-03,1079,2044,West,2,4.72,0.1
6192,2023-02-03,1031,2001,East,1,1063.5,0.1
6346,2023-02-03,1008,2008,East,7,84.71,0.0
5589,2023-02-04,1002,2002,East,5,1747.03,0.0
5675,2023-02-04,1002,2018,North,3,364.64,0.0
6076,2023-02-04,1056,2010,East,6,146.64,0.0
6680,2023-02-04,1001,2001,West,7,1103.04,0.1
6699,2023-02-04,1067,2004,South,3,1134.22,0.0
6713,2023-02-04,1062,2005,West,1,1461.93,0.15
7054,2023-02-04,1066,2006,East,7,84.48,0.0
7324,2023-02-04,1012,2010,East,4,22.61,0.0
5070,2023-02-05,1048,2010,South,1,123.75,0.0
5684,2023-02-05,1094,2045,South,8,2.05,0.0
5762,2023-02-05,1025,2019,West,7,174.87,0.0
5978,2023-02-05,1063,2019,North,3,299.02,0.0
5563,2023-02-06,1092,2029,North,5,362.91,0.0
5565,2023-02-06,1006,2043,South,1,12.33,0.1
5826,2023-02-06,1008,2010,South,1,32.46,0.1
6037,2023-02-06,1027,2036,North,7,23.78,0.15
6404,2023-02-06,1050,2031,West,7,28.87,0.1
7027,2023-02-06,1015,2042,North,7,11.06,0.1
7099,2023-02-06,1100,2033,West,2,33.38,0.0
5111,2023-02-07,1021,2021,East,8,1098.91,0.15
5327,2023-02-07,1099,2038,West,3,15.02,0.1
5458,2023-02-07,1046,2030,East,5,521.57,0.05
5468,2023-02-07,1090,2010,East,2,15.8,0.1
5705,2023-02-07,1029,2036,South,7,8.22,0.1
6282,2023-02-07,1022,2036,North,1,5.78,0.1
6550,2023-02-07,1070,2005,North,4,943.57,0.1
6806,2023-02-07,1028,2016,West,7,303.87,0.0
6871,2023-02-07,1081,2006,South,7,120.79,0.05
7221,2023-02-07,1033,2018,South,5,396.56,0.1
7346,2023-02-07,1081,2005,West,9,1355.31,0.05
5424,2023-02-08,1066,2001,North,8,1802.28,0.0
6078,2023-02-08,1066,2012,East,7,966.64,0.05
6241,2023-02-08,1037,2008,West,6,67.71,0.0
6767,2023-02-08,1053,2037,South,7,18.31,0.15
5236,2023-02-09,1047,2040,East,2,22.21,0.05
5279,2023-02-09,1062,2004,South,3,975.12,0.0
5487,2023-02-09,1084,2035,South,7,24.96,0.05
5648,2023-02-09,1086,2030,North,9,493.66,0.1
5662,2023-02-09,1086,2020,East,8,117.15,0.05
5822,2023-02-09,1054,2040,East,1,7.67,0.05
5833,2023-02-09,1071,2008,East,9,128.61,0.0
6313,2023-02-09,1011,2009,West,3,103.46,0.1
6692,2023-02-09,1091,2005,South,8,1538.77,0.05
6841,2023-02-09,1093,2018,West,1,499.77,0.1
7133,2023-02-09,1024,2026,South,3,542.37,0.0
7253,2023-02-09,1074,2012,North,8,1152.44,0.0
5017,2023-02-10,1073,2021,North,5,1129.1,0.0
5183,2023-02-10,1055,2039,North,9,11.08,0.0
7022,2023-02-10,1035,2021,North,8,1066.3,0.1
7038,2023-02-10,1014,2024,South,6,334.34,0.05
5716,2023-02-11,1088,2018,North,9,373.18,0.05
6245,2023-02-11,1079,2041,East,2,6.5,0.15
6618,2023-02-11,1090,2020,North,4,95.12,0.05
7438,2023-02-11,1060,2040,South,5,12.72,0.1
6959,2023-02-12,1061,2036,East,4,16.47,0.15
6998,2023-02-12,1070,2036,West,5,16.88,0.0
7066,2023-02-12,1071,2025,North,8,1119.55,0.1
7417,2023-02-12,1058,2004,North,2,942.49,0.1
7434,2023-02-12,1054,2043,South,3,8.39,0.0
5075,2023-02-13,1025,2040,East,5,18.43,0.05
5136,2023-02-13,1012,2003,South,3,1249.16,0.05
5657,2023-02-13,1018,2001,West,8,972.8,0.05
5776,2023-02-13,1076,2029,East,4,275.63,0.0
5882,2023-02-13,1072,2026,North,5,386.0,0.05
6116,2023-02-13,1035,2013,North,4,468.97,0.05
6257,2023-02-13,1039,2041,East,1,8.49,0.0
6972,2023-02-13,1093,2004,North,3,1133.52,0.05
5001,2023-02-14,1070,2018,East,3,182.85,0.1
5194,2023-02-14,1079,2035,East,8,25.03,0.1
5356,2023-02-14,1008,2012,East,8,882.55,0.0
5635,2023-02-14,1077,2030,East,5,157.92,0.15
5849,2023-02-14,1096,2043,South,3,12.35,0.05
6445,2023-02-14,1066,2030,East,9,146.07,0.1
6659,2023-02-14,1009,2019,South,7,94.09,0.05
6919,2023-02-14,1005,2017,South,6,299.05,0.05
7095,2023-02-14,1084,2021,West,5,1156.98,0.15
7131,2023-02-14,1024,2045,West,9,12.27,0.0
5827,2023-02-15,1052,2021,West,3,598.86,0.0
6145,2023-02-15,1014,2024,West,2,834.11,0.15
7015,2023-02-15,1009,2030,East,2,322.59,0.0
7157,2023-02-15,1016,2017,South,3,134.38,0.0
7214,2023-02-15,1040,2019,East,5,288.49,0.05
5125,2023-02-16,1059,2038,North,5,4.33,0.0
5379,2023-02-16,1034,2001,West,7,1170.02,0.0
5650,2023-02-16,1008,2015,East,7,397.87,0.0
5798,2023-02-16,1039,2019,West,7,243.16,0.15
6308,2023-02-16,1049,2010,East,9,59.51,0.0
6355,2023-02-16,1035,2023,West,9,407.45,0.05
7004,2023-02-16,1052,2017,South,7,433.69,0.05
5051,2023-02-17,1043,2027,East,5,429.43,0.05
5076,2023-02-17,1003,2015,East,8,982.35,0.05
5312,2023-02-17,1100,2018,North,8,270.97,0.0
5871,2023-02-17,1011,2028,West,3,327.15,0.1
5135,2023-02-18,1054,2034,South,7,36.08,0.0
5573,2023-02-18,1020,2008,West,9,139.08,0.05
6194,2023-02-18,1001,2002,South,5,1217.16,0.1
6842,2023-02-18,1050,2045,South,8,11.9,0.1
5561,2023-02-19,1015,2025,East,5,354.13,0.0
5642,2023-02-19,1060,2034,West,2,24.87,0.1
5692,2023-02-19,1040,2026,East,3,221.34,0.0
5775,2023-02-19,1049,2018,East,1,226.53,0.1
6123,2023-02-19,1064,2044,East,2,5.11,0.15
6140,2023-02-19,1075,2019,East,3,476.2,0.05
6802,2023-02-19,1095,2013,North,8,1141.19,0.05
6921,2023-02-19,1068,2008,South,4,98.62,0.1
5025,2023-02-20,1071,2017,North,4,196.99,0.1
5124,2023-02-20,1047,2026,West,4,445.14,0.0
6417,2023-02-20,1081,2045,North,4,13.68,0.0
6993,2023-02-20,1049,2024,North,9,582.22,0.1
7383,2023-02-20,1040,2035,East,1,27.51,0.05
7452,2023-02-20,1096,2009,East,4,124.79,0.0
7474,2023-02-20,1043,2041,West,2,3.78,0.15
5032,2023-02-21,1073,2003,East,2,1348.67,0.0
5104,2023-02-21,1043,2037,West,1,13.9,0.0
5224,2023-02-21,1061,2007,South,1,101.12,0.0
5475,2023-02-21,1031,2005,East,6,1384.63,0.0
6070,2023-02-21,1078,2031,South,6,6.82,0.0
7108,2023-02-21,1011,2016,North,2,359.75,0.1
7114,2023-02-21,1064,2020,West,8,222.71,0.0
7363,2023-02-21,1015,2042,West,3,9.6,0.0
5168,2023-02-22,1071,2042,West,1,13.35,0.05
5276,2023-02-22,1053,2002,East,7,904.76,0.0
5351,2023-02-22,1060,2034,South,9,34.91,0.1
5854,2023-02-22,1079,2004,West,2,1758.78,0.15
5970,2023-02-22,1064,2038,West,4,3.97,0.0
6094,2023-02-22,1006,2001,North,5,1452.23,0.05
6096,2023-02-22,1029,2019,West,2,368.44,0.05
6157,2023-02-22,1075,2038,East,3,4.83,0.05
6171,2023-02-22,1028,2017,North,7,315.89,0.0
6311,2023-02-22,1068,2022,West,1,1140.01,0.1
6484,2023-02-22,1068,2003,East,1,1712.7,0.05
6941,2023-02-22,1031,2015,East,8,1035.0,0.0
7146,2023-02-22,1090,2007,West,8,111.79,0.0
7323,2023-02-22,1028,2019,East,3,428.78,0.0
5138,2023-02-23,1046,2024,East,1,1068.09,0.15
5922,2023-02-23,1021,2030,South,6,446.21,0.05
5948,2023-02-23,1022,2016,South,8,218.11,0.05
6406,2023-02-23,1016,2001,South,9,1236.05,0.05
7059,2023-02-23,1062,2030,East,6,130.46,0.0
7274,2023-02-23,1002,2019,South,9,308.24,0.05
5567,2023-02-24,1096,2010,East,3,99.42,0.05
5837,2023-02-24,1087,2042,East,2,4.74,0.1
5968,2023-02-24,1028,2017,North,7,472.42,0.15
6115,2023-02-24,1070,2016,South,6,112.68,0.0
6217,2023-02-24,1084,2025,South,1,660.22,0.0
6577,2023-02-24,1098,2033,North,2,35.15,0.0
6579,2023-02-24,1086,2040,South,8,4.55,0.05
6973,2023-02-24,1084,2026,South,3,306.17,0.0
7401,2023-02-24,1014,2043,North,6,9.6,0.0
7457,2023-02-24,1054,2039,South,1,16.17,0.1
5130,2023-02-25,1076,2011,South,8,971.1,0.0
5992,2023-02-25,1012,2024,West,7,786.08,0.1
6130,2023-02-25,1060,2021,West,8,548.94,0.05
6889,2023-02-25,1069,2007,South,5,75.98,0.1
6922,2023-02-25,1083,2013,North,5,341.21,0.15
7092,2023-02-25,1060,2026,East,6,145.73,0.15
5128,2023-02-26,1023,2038,East,3,21.88,0.15
5173,2023-02-26,1055,2032,East,9,34.22,0.15
5174,2023-02-26,1009,2031,East,7,6.67,0.05
5707,2023-02-26,1018,2027,North,1,267.95,0.1
5772,2023-02-26,1098,2027,South,3,345.74,0.0
6059,2023-02-26,1026,2033,West,1,31.15,0.0
6293,2023-02-26,1038,2010,West,8,72.58,0.05
7257,2023-02-26,1098,2015,South,6,855.53,0.0
7282,2023-02-26,1026,2025,East,2,890.65,0.05
5229,2023-02-27,1025,2025,South,3,693.91,0.1
5244,2023-02-27,1098,2019,West,5,225.39,0.0
5585,2023-02-27,1011,2002,East,6,1039.62,0.0
5644,2023-02-27,1061,2023,North,6,988.78,0.0
5753,2023-02-27,1089,2032,North,4,15.76,0.0
6375,2023-02-27,1047,2029,West,8,351.03,0.1
6379,2023-02-27,1077,2018,East,8,255.17,0.0
7047,2023-02-27,1010,2004,West,3,1206.25,0.1
5013,2023-02-28,1093,2004,North,9,1434.94,0.1
5144,2023-02-28,1066,2014,North,8,737.1,0.0
5296,2023-02-28,1059,2001,South,9,1492.82,0.0
5297,2023-02-28,1076,2010,East,6,145.4,0.05
5421,2023-02-28,1037,2012,East,2,676.94,0.05
5473,2023-02-28,1025,2010,West,3,34.23,0.0
6220,2023-02-28,1026,2018,East,1,382.04,0.1
6303,2023-02-28,1085,2022,West,2,862.42,0.0
6566,2023-02-28,1032,2022,South,8,761.66,0.1
7197,2023-02-28,1083,2009,North,8,47.7,0.1
5331,2023-03-01,1056,2019,North,4,386.58,0.0
5426,2023-03-01,1095,2001,South,6,1822.7,0.1
5816,2023-03-01,1034,2019,South,6,135.41,0.1
6006,2023-03-01,1058,2011,South,9,571.21,0.15
6374,2023-03-01,1082,2019,South,1,257.43,0.0
6535,2023-03-01,1089,2032,South,1,22.33,0.0
7370,2023-03-01,1059,2030,East,5,536.18,0.05
5254,2023-03-02,1095,2003,North,1,1163.83,0.0
5436,2023-03-02,1041,2019,East,8,266.56,0.0
5623,2023-03-02,1001,2037,West,4,22.44,0.1
5874,2023-03-02,1068,2032,East,8,21.97,0.0
6565,2023-03-02,1054,2031,North,3,33.08,0.15
7152,2023-03-02,1026,2034,West,3,18.72,0.05
5338,2023-03-03,1048,2019,North,6,464.66,0.0
5677,2023-03-03,1091,2005,East,4,1587.93,0.15
5743,2023-03-03,1004,2023,East,8,617.16,0.15
5828,2023-03-03,1020,2004,West,5,1735.39,0.05
5883,2023-03-03,1003,2015,South,9,981.85,0.0
5888,2023-03-03,1049,2004,South,3,918.49,0.0
6474,2023-03-03,1015,2001,West,3,1957.7,0.0
6629,2023-03-03,1027,2043,West,8,3.84,0.15
6660,2023-03-03,1018,2008,West,9,79.07,0.15
6765,2023-03-03,1044,2017,East,9,278.84,0.15
6845,2023-03-03,1077,2019,South,8,220.22,0.0
6984,2023-03-03,1027,2023,East,7,646.82,0.05
5797,2023-03-04,1088,2038,East,5,15.16,0.05
5856,2023-03-04,1018,2044,South,2,11.52,0.0
6377,2023-03-04,1006,2015,South,8,954.87,0.0
6454,2023-03-04,1067,2001,East,3,911.42,0.05
6838,2023-03-04,1091,2008,South,9,41.23,0.0
6923,2023-03-04,1068,2006,South,6,19.75,0.0
7174,2023-03-04,1094,2024,East,1,426.01,0.0
5610,2023-03-05,1021,2044,West,6,3.17,0.1
5912,2023-03-05,1075,2016,East,8,405.81,0.1
6008,2023-03-05,1086,2039,East,4,19.86,0.1
6147,2023-03-05,1061,2027,North,8,211.44,0.05
6207,2023-03-05,1076,2011,North,1,1019.81,0.0
6452,2023-03-05,1057,2032,West,1,32.03,0.0
6988,2023-03-05,1060,2016,South,1,413.94,0.0
5080,2023-03-06,1069,2027,North,6,248.12,0.0
5198,2023-03-06,1036,2008,West,5,129.2,0.0
5309,2023-03-06,1084,2036,West,7,5.98,0.15
5656,2023-03-06,1086,2005,North,6,1261.51,0.1
5931,2023-03-06,1036,2028,East,6,494.79,0.0
6062,2023-03-06,1003,2044,West,7,8.52,0.0
6707,2023-03-06,1064,2014,North,9,976.47,0.15
6810,2023-03-06,1089,2005,North,2,1357.84,0.1
7086,2023-03-06,1019,2021,West,9,518.96,0.0
5048,2023-03-07,1071,2018,East,7,292.99,0.0
5752,2023-03-07,1029,2038,West,5,6.79,0.0
5904,2023-03-07,1009,2025,North,3,393.77,0.0
6011,2023-03-07,1048,2001,North,4,906.97,0.1
6450,2023-03-07,1006,2007,East,2,56.65,0.0
6968,2023-03-07,1045,2031,East,4,33.19,0.1
5951,2023-03-08,1027,2027,South,8,368.23,0.1
6573,2023-03-08,1005,2021,South,8,472.84,0.05
6830,2023-03-08,1097,2023,West,3,607.64,0.0
6924,2023-03-08,1047,2025,North,3,260.14,0.1
6091,2023-03-09,1006,2021,East,1,310.04,0.1
